1021	14660
1525	14875
1310	14882
1068	14854
1331	15001
1123	14924
1125	14742
1648	14777
1169	16492
1315	14599
1466	15110
1260	16255
1225	14808
1492	15068
1137	14753
1149	14937
1056	15115
1625	15169
1275	15037
1107	14657
1118	15027
1241	14655
1110	14905
1677	14735
1449	15102
1500	14850
1698	16715
1517	15105
1436	15093
1366	14883
1425	15718
1708	15053
1099	15722
1695	14728
1259	16293
1102	14762
1287	14933
1405	14709
1441	14795
1089	16651
1620	14737
1697	14884
1700	14731
1111	14718
1019	16802
1106	14857
1431	14695
1694	14722
1064	16686
1582	15035
1121	14809
1585	15033
1104	15052
1251	16352
1033	14713
1267	15104
1183	14780
1269	14794
1330	15069
1074	14586
1689	15715
1507	14620
1503	16084
1008	16831
1246	16390
1538	14610
1581	14743
1702	14638
1321	14593
1344	14771
1423	14919
1335	14597
1126	15129
1034	14605
1308	15111
1701	16004
1130	14769
1389	14778
1580	14962
1684	15724
1455	14984
1692	15788
1224	14811
1690	14930
1681	14859
1351	14877
1494	14939
1227	14797
1504	15203
1232	14758
1420	15080
1124	14805
1458	14828
1649	14612
1027	14787
1693	14869
1564	14834
1696	14852
1691	15170
1155	14948
1463	14752
1040	15188
1632	14723
1699	14977
1046	14688
1131	14714
1383	15146
1430	14996
1562	15136
1214	14940
1447	15066
1371	15050
1184	15135
1105	14711
1194	15164
1703	16803
1469	14707
1530	14617
1289	15185
1230	14765
1421	14922
1052	14730
1679	14625
1680	14820
1148	16610
1161	16496
1050	14976
1014	14779
1472	14941
1109	14842
1204	15054
1506	15196
1572	15172
1663	14757
1633	14812
1015	15024
1401	14738
1631	14861
1704	17028
1305	15090
1041	14904
1645	14871
1707	14637
1001	15045
1705	14648
1002	16846
1005	14891
1009	16806
1011	14806
1012	15218
1013	15028
1016	16723
1017	14749
1018	14729
1020	14689
1022	15133
1023	16814
1026	15019
1028	16751
1029	16787
1030	16786
1706	16756
1042	16762
1043	16698
1045	14864
1047	15039
1049	15029
1051	14651
1053	14796
1054	14801
1055	14710
1057	14920
1059	14870
1060	14680
1061	15113
1062	14732
1063	14650
1066	16704
1067	16711
1069	15007
1070	14640
1071	16689
1072	15106
1073	16699
1075	16726
1076	14837
1077	16694
1079	16523
1080	16690
1081	16691
1083	16693
1084	16701
1085	16705
1086	15101
1087	14686
1088	16328
1090	16648
1091	14595
1687	15030
1094	14990
1095	14890
1097	15720
1098	15086
1100	15181
1108	14741
1112	14898
1113	14926
1116	14963
1117	14964
1119	14849
1120	14788
1122	14845
1127	14934
1128	15094
1132	14804
1133	14823
1134	14987
1138	14601
1139	15162
1140	14951
1141	15142
1142	15726
1144	16280
1147	16638
1150	16608
1151	16602
1152	16587
1153	16520
1156	16576
1159	16534
1160	16580
1162	15781
1163	14748
1164	14661
1165	14949
1168	16494
1170	16535
1171	14944
1172	15168
1173	15191
1174	15205
1175	15208
1176	15214
1177	14972
1178	14619
1180	14980
1181	14614
1182	15118
1185	15145
1186	15026
1189	14683
1190	14636
1191	15124
1192	15190
1193	15182
1195	15157
1196	15156
1197	15154
1198	15117
1199	15108
1201	15097
1202	15088
1203	15064
1205	15051
1206	15042
1207	15023
1208	15020
1209	14998
1210	14992
1211	14971
1212	14960
1213	14953
1215	14931
1216	14895
1217	14880
1218	14879
1219	14856
1220	14851
1221	14833
1222	14829
1223	14817
1226	14799
1228	15717
1229	14772
1231	14759
1233	14745
1234	14701
1235	14685
1236	14676
1237	14670
1238	14664
1239	14653
1240	14591
1242	15067
1244	16423
1247	16389
1248	14970
1249	16370
1250	14835
1252	16330
1253	14770
1254	15210
1255	15211
1256	16201
1257	16279
1258	16307
1261	16237
1262	16302
1263	16286
1264	16317
1265	14646
1268	14816
1271	14858
1272	15202
1273	14855
1274	14942
1276	14876
1278	14887
1279	14615
1280	14692
1281	14952
1282	15166
1283	14656
1284	14802
1285	15099
1286	14844
1288	15121
1290	14643
1291	15021
1292	14791
1293	14627
1294	14733
1295	15043
1296	14682
1297	15180
1299	14866
1300	14669
1301	14843
1302	14981
1304	15723
1306	14959
1307	14902
1309	14867
1312	15138
1313	15036
1314	14632
1316	14961
1317	14983
1318	14712
1319	14644
1320	14911
1322	14721
1324	14590
1327	14831
1328	14935
1329	15084
1332	15159
1333	15006
1334	14988
1337	14825
1336	15013
1338	14909
1339	14588
1340	15187
1342	15153
1343	14985
1346	14978
1347	14690
1348	14872
1349	16264
1350	14691
1355	14873
1356	14698
1357	15197
1358	15096
1359	14830
1360	14893
1361	14841
1362	14868
1363	14654
1364	14652
1365	14982
1368	15016
1369	15017
1370	14671
1372	14936
1373	14607
1374	14903
1375	15134
1376	14702
1377	14681
1378	14958
1379	15034
1380	14986
1381	14965
1382	14624
1384	14697
1385	14684
1386	14957
1387	14768
1388	15174
1393	15194
1395	14938
1396	14750
1402	14649
1404	14824
1406	14915
1407	14819
1408	14916
1409	14917
1424	14705
1427	15002
1428	15041
1429	15119
1432	14608
1433	14677
1434	14736
1435	14774
1437	14932
1438	15152
1440	14894
1442	15057
1444	15022
1445	14899
1446	15038
1448	14846
1451	14693
1452	14925
1454	14997
1456	14807
1457	14910
1459	14836
1460	14727
1462	14613
1464	14897
1468	14943
1470	14907
1471	14616
1476	14776
1478	16160
1481	15155
1482	16161
1483	16166
1484	15161
1486	15204
1487	15183
1488	16134
1489	15163
1490	16144
1491	16142
1493	14989
1495	14717
1496	16101
1497	16088
1498	16044
1499	16043
1501	15994
1502	16031
1505	15200
1508	15784
1510	14761
1511	15817
1512	15818
1513	15216
1514	14747
1515	14746
1518	14665
1519	14860
1521	14704
1523	15103
1524	14901
1527	14955
1528	14888
1529	15046
1531	14979
1532	14585
1534	15826
1535	14587
1536	14991
1537	14993
1539	14994
1540	14821
1541	14874
1543	14927
1544	14885
1545	14886
1547	15189
1548	14862
1549	15201
1550	14662
1551	14699
1552	14623
1553	15177
1554	15126
1555	15082
1556	15158
1557	14635
1558	14700
1559	14763
1560	15032
1561	14628
1563	14639
1565	14865
1566	14589
1567	14706
1568	14674
1569	14596
1570	15056
1571	15213
1573	15018
1574	15128
1575	14703
1576	14626
1578	15712
1579	15079
1584	14634
1587	15171
1588	14668
1592	15143
1593	14594
1594	14921
1595	15199
1596	15178
1597	14720
1598	14781
1599	15141
1600	14912
1601	14740
1602	14726
1603	14725
1604	14696
1605	14813
1606	14666
1607	15091
1608	15206
1609	14863
1610	14786
1611	14756
1612	15176
1613	14947
1614	15160
1615	15047
1618	15165
1619	14618
1621	14906
1622	14716
1623	14667
1624	15192
1626	15132
1627	15122
1628	15131
1629	14818
1630	15139
1636	14889
1637	14719
1639	15048
1640	14878
1641	15150
1642	15144
1643	15198
1644	14734
1646	15125
1647	14584
1650	14798
1651	15116
1652	14789
1653	15186
1654	14642
1655	14708
1657	15212
1658	15167
1659	15130
1660	14751
1661	14968
1662	15127
1665	14766
1666	14583
1667	15175
1668	14767
1669	14647
1670	15193
1671	15098
1672	14592
1673	15173
1674	14602
1675	14839
1676	15151
