soft_id	soft_name	file_name	url	version	file_size	update_time	os_type
12350	QQ2013	QQ2013SP1	http://dlsw.baidu.com/sw-search-sp/soft/3a/12350/QQ2013SP1.exe?version=3941449686	1.96.7968.0	59449016	2013/8/23 17:05	62
15334	tm2013	TM2013Preview1	http://dl1sw.baidu.com/soft/00/15334/TM2013Preview1.exe?version=2953588472	1.88.5482.0	32380952	2013/7/29 18:10	26
12883	QQ拼音输入法	QQPinyin_Setup_4.6.2029.400	http://dlsw.baidu.com/sw-search-sp/soft/2b/12883/QQPinyin_Setup_4.6.2029.400.exe?version=2279004822	4.6.2029.400	28830296	2013/8/15 20:43	58
14247	QQ影音	QQPlayer_3.7.892.400	http://dl1sw.baidu.com/soft/51/14247/QQPlayer_3.7.892.400.exe?version=3560945477	3.7.892.400	27613888	2013/6/9 13:48	62
10547	QQ音乐	QQMusic_Setup_92_923	http://dlsw.baidu.com/sw-search-sp/soft/80/10547/QQMusic_Setup_92_923.exe?version=144618244	9.23.3201.816	14532416	2013/8/19 11:30	62
12934	腾讯视频播放器	QQLive8.51.7195.0	http://dlsw.baidu.com/sw-search-sp/soft/ce/12934/QQLive8.51.7195.0.exe?version=496677786	8.51.7195.0	18360528	2013/8/16 18:44	58
14579	Foxmail	fm712chb36_build_setup	http://dlsw.baidu.com/sw-search-sp/soft/36/14579/fm712chb36_build_setup.exe?version=2539596232	7.1.2.36	24903656	2013/8/16 16:16	30
17379	QQ旋风	QQDownload_Setup_44_755_401	http://dlsw.baidu.com/sw-search-sp/soft/0a/17379/QQDownload_Setup_44_755_401.exe?version=2149892631	4.4.755.401	9715632	2013/8/23 15:10	62
12282	新浪UC2010	SinaUC_Release_8.3.4.22616	http://dl1sw.baidu.com/soft/a2/12282/SinaUC_Release_8.3.4.22616.exe?version=2595393895	8.3.4.22616	19783728	2013/7/10 17:59	30
11383	飞信2013	Fetion2013August	http://dlsw.baidu.com/sw-search-sp/soft/fe/11383/Fetion2013August.exe?version=297444901	4.9.800.0	44572936	2013/8/23 17:32	62
12035	百度Hi	BaiduHi_4.2_Beta	http://dl1sw.baidu.com/soft/9e/12035/BaiduHi_4.2_Beta.exe?version=1792190768	4.2.6.0	15949920	2013/7/5 13:43	26
11825	Tom Skype	SkypeSetup	http://dlsw.baidu.com/sw-search-sp/soft/56/11825/SkypeSetup.exe?version=3215148444	6.6.4.14	27259600	2013/8/22 16:29	26
17170	Windows Live Messenger	Install_WLMessenger2009_14.0.8117.416	http://dlsw.baidu.com/sw-search-sp/soft/4b/17170/Install_WLMessenger2009_14.0.8117.416.exe?version=3672985937	14.0.8117.416	5785152	2013/8/22 15:39	62
15082	KC网络电话	Kc_Mini_2.0.1.0	http://dl1sw.baidu.com/soft/cf/15082/Kc_Mini_2.0.1.0.exe?version=1989007855	2.0.1.0	4747352	2013/7/10 15:08	62
14780	人人桌面	rrsetup_4.67.1.63	http://dlsw.baidu.com/sw-search-sp/soft/96/14780/rrsetup_4.67.1.63.exe?version=2577254209	4.67.1.63	14502144	2013/8/7 14:06	30
13377	网易POPO	POPO-Full-installer	http://dl1sw.baidu.com/soft/07/13377/POPO-Full-installer.exe?version=2987901309	8.0.1.162	14464104	2013/7/10 16:08	30
16382	Google Talk	googletalk-setup_1.0.0.105	http://dl1sw.baidu.com/soft/55/16382/googletalk-setup_1.0.0.105.exe?version=3958009011	1.0.0.105	1343552	2013/7/10 11:46	30
17354	聊聊语音交友	LiaoClient_2.0.8.8	http://dl1sw.baidu.com/soft/a2/17354/LiaoClient_2.0.8.8.exe?version=2005363282	2.0.8.8	20909072	2013/7/10 16:04	62
12690	阿里旺旺2013 卖家版	AliIM2013_2.0.0.1	http://dlsw.baidu.com/sw-search-sp/soft/a8/12690/AliIM2013_2.0.0.1.exe?version=4752206	2.0.0.1	30073704	2013/8/21 13:52	62
14577	ooVoo	ooVooSetup	http://dl1sw.baidu.com/soft/33/14577/ooVooSetup.exe?version=2392908097	3.5.9.41	2512960	2013/7/9 15:55	30
14892	无忧登陆	51LogonV7.1-Setup_7.1.0.508	http://dl1sw.baidu.com/soft/d7/14892/51LogonV7.1-Setup_7.1.0.508.exe?version=1195363052	7.1.0.508	6431621	2013/7/10 17:41	30
14000	YY语音	YYSetup-6.7.0.0-zh-CN	http://dlsw.baidu.com/sw-search-sp/soft/98/14000/YYSetup-6.7.0.0-zh-CN.exe?version=824200155	6.7.0.0	17553088	2013/8/23 12:57	31
17338	Toocle生意通	toocle_3.0.3.0	http://dl1sw.baidu.com/soft/2c/17338/toocle_3.0.3.0.exe?version=3548251701	3.0.3.0	16294824	2013/6/9 13:48	62
12804	Camfrog Video Chat	camfrog_6.5.270.4549	http://dl1sw.baidu.com/soft/a8/12804/camfrog_6.5.270.4549.exe?version=4188244849	6.5.270.4549	7999960	2013/6/20 18:03	30
15838	IS语音	IS_7.2.20509.51	http://dl1sw.baidu.com/soft/9c/15838/IS_7.2.20509.51.exe?version=1069119366	7.2.20509.51	14565448	2013/6/8 13:03	62
11475	滴（Dii）内测版	dii_beta_1.0.0.4	http://dl1sw.baidu.com/soft/1b/11475/dii_beta_1.0.0.4.exe?version=1103785308	1.0.0.4	1673846	2013/7/10 15:56	30
15304	Pidgin	pidgin_2.10.7.0	http://dlsw.baidu.com/sw-search-sp/soft/15/15304/pidgin_2.10.7.0.exe?version=525907902	2.10.7.0	9470216	2013/7/30 15:17	30
13256	Pandion	pandion_setup_2.6.106.0	http://dl1sw.baidu.com/soft/14/13256/pandion_setup_2.6.106.0.msi?version=2641736069	2.6.106.0	1854944	2013/7/9 10:17	30
12264	天翼Live	elive1.16_1.16.0.0	http://dl1sw.baidu.com/soft/2a/12264/elive1.16_1.16.0.0.exe?version=467161976	1.16.0.0	60548655	2013/7/10 17:58	30
15192	网易CC语音	CC_Setup	http://dlsw.baidu.com/sw-search-sp/soft/23/15192/CC_Setup.exe?version=832608723	1.0.0.1	32878432	2013/8/23 16:46	26
15786	VSL LanToucher Network Messeng	lt_1.5.7.4105	http://dlsw.baidu.com/sw-search-sp/soft/63/15786/lt_1.5.7.4105.exe?version=3367793512	1.5.7.4105	3577856	2013/7/30 15:04	14
15817	dudu2010	dudu2010_2.1.0.652	http://dl1sw.baidu.com/soft/1d/15817/dudu2010_2.1.0.652.exe?version=2454465697	2.1.0.652	9022661	2013/6/7 15:36	62
10974	Ttchat	TTliao.exe	http://dl1sw.baidu.com/packages/129.exe	2.2.12.17	9122611	2009/12/21 0:00	30
13872	iSpQ Videochat	iSpQ9	http://dlsw.baidu.com/sw-search-sp/soft/7a/13872/iSpQ9.msi?version=767623903	9.1.25	14911488	2013/8/14 11:40	31
17424	EyeballChat	EyeballChat32	http://dlsw.baidu.com/sw-search-sp/soft/49/17424/EyeballChat32.msi?version=2548882426	3.2.5826.1	7494144	2013/8/12 14:34	26
16440	Doshow视频聊天	Doshow_5.00_0001_312	http://dlsw.baidu.com/sw-search-sp/soft/37/16440/Doshow_5.00_0001_312.exe?version=3005933409	5.0.1.0	23136792	2013/8/23 11:48	18
14394	Wippien	WippienInst.exe	http://dl1sw.baidu.com/packages/133.exe	2.5.0.411	2097152	2011/4/23 0:00	30
15163	乐乐吧视频聊天室	lele08Install_2.50.001	http://dl1sw.baidu.com/soft/33/15163/lele08Install_2.50.001.exe?version=583068772	2.50.001	9945200	2013/7/10 17:49	30
17414	腾讯通RTX	rtx2012_8.1.446.202	http://dl1sw.baidu.com/soft/4a/17414/rtx2012_8.1.446.202.exe?version=3504754854	8.2.531.202	24750680	2013/7/30 10:28	62
11160	QQ表情宝盒	qqbiaoqing	http://dl1sw.baidu.com/soft/6a/11160/qqbiaoqing.exe?version=2038673654	3.1.078	3315935	2013/7/10 15:22	30
15431	9158多人视频聊天	chat	http://dlsw.baidu.com/sw-search-sp/soft/70/15431/chat.exe?version=205546091	6.6.0.0	18699304	2013/8/16 18:44	30
13213	阿里通网络电话	AlicallInstaller_1.0.0.1	http://dl1sw.baidu.com/soft/a5/13213/AlicallInstaller_1.0.0.1.exe?version=832608723	1.0.0.1	6799360	2013/6/7 11:55	62
11456	ICQ 8	icq_rfrset_8.0.6017.0	http://dl1sw.baidu.com/soft/90/11456/icq_rfrset_8.0.6017.0.exe?version=4290636624	8.0.6017.0	33652048	2013/7/10 13:44	62
12553	66Call网络电话	66call-pc-3.0.1	http://dl1sw.baidu.com/soft/97/12553/66call-pc-3.0.1.exe?version=519832000	3.0.1	12378112	2013/7/10 11:12	30
11949	吐司传情专家	toos_setup_2.2.0.0.exe	http://dl1sw.baidu.com/packages/142.exe	2.2.0.0	2831155	2008/12/19 0:00	30
16025	UUCall网络电话	UUCall_5.1.4.0	http://dl1sw.baidu.com/soft/06/16025/UUCall_5.1.4.0.exe?version=2290158650	5.1.4.0	1568672	2013/7/10 15:42	63
15277	Q聊多人视频聊天	QLiao.exe	http://dl1sw.baidu.com/packages/147.exe	5.5.0.0	11534336	2013/7/10 17:57	30
11265	瞳孔聊天室	TongKong_1.1.0.0	http://dl1sw.baidu.com/soft/ca/11265/TongKong_1.1.0.0.exe?version=2076672245	1.1.0.0	4997154	2013/6/9 13:42	62
14932	ET语音	et_2.3.1.41	http://dlsw.baidu.com/sw-search-sp/soft/8a/14932/et_2.3.1.41.exe?version=1374104109	2.3.1.41	13536264	2013/8/14 10:01	30
15413	中华通网络电话	ZhcallInstaller_2.1.0.1	http://dl1sw.baidu.com/soft/e6/15413/ZhcallInstaller_2.1.0.1.exe?version=1026075390	2.1.0.1	5005312	2013/7/9 11:13	30
10260	新浪SHOW	sinashow_setup	http://dlsw.baidu.com/sw-search-sp/soft/79/10260/sinashow_setup.exe?version=2305911134	3.0.425.0	21073344	2013/8/22 13:39	58
12550	Trillian Astra	trillian-v5.3.0.15b	http://dl1sw.baidu.com/soft/2d/12550/trillian-v5.3.0.15b.exe?version=2575594509	5.3.0.15	22186960	2013/6/20 17:58	30
16839	PConline商城通	shangchengtong	http://dlsw.baidu.com/sw-search-sp/soft/68/16839/shangchengtong.exe?version=1476785246	2.0.0.147	1792413	2013/8/8 16:44	30
15963	imo企业即时通讯平台专业版	imo_Pro_5.3.1.0	http://dl1sw.baidu.com/soft/73/15963/imo_Pro_5.3.1.0.exe?version=4102725041	5.3.1.0	18888768	2013/7/10 14:44	62
13427	Bopup Messenger	bopupmes_6.2.1	http://dlsw.baidu.com/sw-search-sp/soft/0b/13427/bopupmes_6.2.1.msi?version=3583531742	6.2.1	2073600	2013/8/12 18:13	30
15202	91游	91u	http://dlsw.baidu.com/sw-search-sp/soft/5d/15202/91u.exe?version=421690556	0.10.1.32433	7092666	2013/7/30 15:25	31
11400	Vypress Chat	VyChat219	http://dlsw.baidu.com/sw-search-sp/soft/6d/11400/VyChat219.msi?version=1174315495	2.1.9.0	1835008	2013/7/29 19:15	31
13025	GoCom融合信息平台	GoComClient	http://dlsw.baidu.com/sw-search-sp/soft/42/13025/GoComClient.exe?version=835818385	4.5.2.167	20256019	2013/7/29 19:18	31
14870	35EQ企业中文正式版	35eq_2.1.16.007	http://dl1sw.baidu.com/soft/74/14870/35eq_2.1.16.007.exe?version=4049618223	2.1.16.007	7658807	2013/7/10 11:04	62
14178	QQ International	QQIntl_1.75.2871.0	http://dl1sw.baidu.com/soft/85/14178/QQIntl_1.75.2871.0.exe?version=1986037582	1.75.2871.0	41855000	2013/7/10 10:12	30
10645	跳舞吧	T58chat	http://dlsw.baidu.com/sw-search-sp/soft/01/10645/T58chat.exe?version=436848241	6.0.0.3	18115272	2013/8/8 12:55	30
10461	唐人街	tangrj_2.5.1.0	http://dl1sw.baidu.com/soft/2d/10461/tangrj_2.5.1.0.exe?version=3194836639	2.5.1.0	8352640	2013/7/10 16:16	62
13322	淘男网桌面	taonanw_4.0.0.5	http://dlsw.baidu.com/sw-search-sp/soft/81/13322/taonanw_4.0.0.5.exe?version=1693807213	4.0.0.5	12997128	2013/7/30 9:56	30
11236	嘟嘟语音	dd3.0_setup	http://dlsw.baidu.com/sw-search-sp/soft/df/11236/dd3.0_setup.exe?version=3906334062	3.1.6.0	22391032	2013/8/22 18:28	30
13598	搜狗拼音输入法	sogou_pinyin_67b	http://dlsw.baidu.com/sw-search-sp/soft/8a/13598/sogou_pinyin_67b.exe?version=210869788	6.7.0.0413	32403096	2013/8/15 20:41	58
13545	谷歌拼音	GooglePinyindc_1.2.33.79	http://dl1sw.baidu.com/soft/e0/13545/GooglePinyindc_1.2.33.79.exe?version=3358308009	1.2.33.79	9045448	2013/7/5 13:52	58
15698	搜狗五笔	sogou_wubi_2.0.1.1198	http://dl1sw.baidu.com/soft/db/15698/sogou_wubi_2.0.1.1198.exe?version=631182036	2.0.1.1198	9088936	2013/7/10 16:00	62
16985	万能五笔8.0	wnwb_8.0.5.0	http://dl1sw.baidu.com/soft/ca/16985/wnwb_8.0.5.0.exe?version=3589549693	8.0.5.0	16963152	2013/6/15 16:07	62
14422	华宇拼音输入法	myfiles_zgpysrfbl.rar	http://dl1sw.baidu.com/packages/204.exe	6.9.0.21	17825792	2013/7/10 17:46	30
14401	火星文输入法	hxw_2.7.0.1008	http://dl1sw.baidu.com/soft/d5/14401/hxw_2.7.0.1008.exe?version=4178468875	2.9.6.1000	7224584	2013/7/11 10:44	30
13962	拼音加加	JJSetup_5.2.0.0	http://dl1sw.baidu.com/soft/4f/13962/JJSetup_5.2.0.0.exe?version=3358121526	5.2.0.0	20249088	2013/6/17 15:15	62
12358	QQ五笔	QQWubi_Setup_2.0.313.400	http://dl1sw.baidu.com/soft/d8/12358/QQWubi_Setup_2.0.313.400.exe?version=2732915307	2.0.313.400	12147944	2013/6/9 11:38	62
11403	金山打字通	setup_dzt_21018.12012	http://dlsw.baidu.com/sw-search-sp/soft/85/11403/setup_dzt_21018.12012.exe?version=2688065698	2.1.0.18	20788168	2013/8/22 16:34	58
15282	微软王码五笔 86版	wbnt2_2009.12.15.0	http://dl1sw.baidu.com/soft/06/15282/wbnt2_2009.12.15.0.exe?version=3549346087	2009.12.15.0	545427	2013/7/10 15:53	30
10214	五笔加加Plus（豪华版）	wbjj25_deluxe111_2.5.0.0	http://dl1sw.baidu.com/soft/6a/10214/wbjj25_deluxe111_2.5.0.0.exe?version=3215932584	2.5.0.0	2103342	2013/7/8 17:24	62
12470	极点超强两笔	jdcqlb	http://dlsw.baidu.com/sw-search-sp/soft/22/12470/jdcqlb.exe?version=1826346530	7.13	2127978	2013/8/22 15:09	62
12871	Triivi	Triiv_2.0.0.0	http://dl1sw.baidu.com/soft/b9/12871/Triiv_2.0.0.0.exe?version=2001712088	2.0.0.0	8233905	2013/7/10 16:11	30
11479	智能狂拼	Kuangpin_1.0.0.1	http://dl1sw.baidu.com/soft/8a/11479/Kuangpin_1.0.0.1.exe?version=832608723	1.0.0.1	18839829	2013/6/27 10:18	30
11534	酷客表情输入法	facecooker_setup_1.2.2.7.exe	http://dl1sw.baidu.com/packages/220.exe	1.2.2.7	943718	2013/7/10 16:34	30
17442	小鸭五笔	DucklingWB_3.3.0.0	http://dl1sw.baidu.com/soft/ab/17442/DucklingWB_3.3.0.0.exe?version=2526593724	3.3.0.0	2336522	2013/7/10 16:16	30
10797	酷灵输入法	Cooling2_2.1.1129.7817	http://dl1sw.baidu.com/soft/a4/10797/Cooling2_2.1.1129.7817.exe?version=168858427	2.1.1129.7817	19092365	2013/6/8 11:39	62
12861	启程输入之星	qichengIME_2.8.1.1	http://dl1sw.baidu.com/soft/a8/12861/qichengIME_2.8.1.1.exe?version=838509240	2.8.1.1	5079642	2013/7/10 15:44	62
12921	数字五笔中文输入系统2013	szwb2013_1.0.0.1	http://dl1sw.baidu.com/soft/0e/12921/szwb2013_1.0.0.1.exe?version=832608723	1.0.0.1	3508227	2013/6/8 13:19	62
16681	升级数码输入法2009 网络版	shengjishuma2009_1.0.0.1	http://dl1sw.baidu.com/soft/46/16681/shengjishuma2009_1.0.0.1.exe?version=832608723	1.0.0.1	15275317	2013/7/22 16:52	30
17403	全能笔画输入法	quannengbihua_1.28	http://dl1sw.baidu.com/soft/a2/17403/quannengbihua_1.28.exe?version=2658322397	1.28	4954650	2013/6/8 13:29	62
11095	三笔全能	sanbiquanneng_9.0.21022.8	http://dl1sw.baidu.com/soft/5d/11095/sanbiquanneng_9.0.21022.8.exe?version=2764713779	9.0.21022.8	5052886	2013/6/8 13:30	62
12960	傲游浏览器2	Maxthon_2.5.18.1000	http://dl1sw.baidu.com/soft/75/12960/Maxthon_2.5.18.1000.exe?version=3487581155	2.5.18.1000	6161928	2013/6/25 16:11	62
12759	世界之窗浏览器	TWInst_6.0.0.170	http://dlsw.baidu.com/sw-search-sp/soft/25/12759/TWInst_6.0.0.170.exe?version=2963301170	6.0.0.170	16896160	2013/8/21 13:02	59
11127	蜜蜂浏览器	beeie_1.4.1.1109	http://dl1sw.baidu.com/soft/f6/11127/beeie_1.4.1.1109.exe?version=3961990386	1.4.1.1109	1312243	2013/7/10 15:27	62
11172	Deepnet explorer	DE1531STD	http://dlsw.baidu.com/sw-search-sp/soft/30/11172/DE1531STD.EXE?version=4211517690	1.5.3.1	4082097	2013/8/16 16:43	30
12145	花儿世界浏览器	huaer_1.3.0.1001	http://dl1sw.baidu.com/soft/e7/12145/huaer_1.3.0.1001.exe?version=581375051	1.3.0.1001	2913384	2013/7/10 15:16	62
17027	麒麟安全浏览器（Kylinbrowser）	setup.exe	http://dl1sw.baidu.com/packages/308.exe	5.2.413.1	6291456	2013/7/10 15:32	30
15359	彗星浏览器	CometBrowser_11.0.0.4474	http://dl1sw.baidu.com/soft/bc/15359/CometBrowser_11.0.0.4474.exe?version=3258803272	11.0.0.4474	19709408	2013/7/9 10:04	62
15657	Avant浏览器	asetup_12.5.0.0	http://dl1sw.baidu.com/soft/52/15657/asetup_12.5.0.0.exe?version=243691356	12.5.0.0	47482784	2013/7/22 15:45	30
10487	闪游浏览器	saayaasetup_3.25	http://dl1sw.baidu.com/soft/68/10487/saayaasetup_3.25.exe?version=2905811431	3.2.5.0	1890536	2013/7/16 14:11	62
17522	招商银行-网通网盾	WPSetup	http://dl1sw.baidu.com/soft/c6/17522/WPSetup.exe?version=832608723	1.0.0.1	627824	2013/7/16 14:30	62
11508	Opera	Opera	http://dlsw.baidu.com/sw-search-sp/soft/6f/11508/Opera.exe?version=470246598	15.0.1147.153	31026832	2013/8/23 17:18	30
13349	SlimBrowser	SlimBrowser_7.00.020	http://dl1sw.baidu.com/soft/ef/13349/SlimBrowser_7.00.020.exe?version=2145132967	7.00.020	3385464	2013/7/9 10:05	62
14754	搜狗高速浏览器	sogou	http://dlsw.baidu.com/sw-search-sp/soft/0d/14754/sogou.exe?version=2096797315	4.1.3.9184	38396152	2013/8/23 17:26	58
14410	超速浏览器	chaosu_4.7.7.0	http://dl1sw.baidu.com/soft/d4/14410/chaosu_4.7.7.0.exe?version=2750434423	4.7.7.0	2093864	2013/7/10 15:19	30
12139	iQ 浏览器	iQBrowser_1.1.1.2556	http://dl1sw.baidu.com/soft/c5/12139/iQBrowser_1.1.1.2556.exe?version=1555287152	1.1.1.2556	3466000	2013/7/10 15:30	30
11843	Firefox火狐浏览器	Firefox-full-latest-23.0.1.4974	http://dlsw.baidu.com/sw-search-sp/soft/51/11843/Firefox-full-latest-23.0.1.4974.exe?version=2628686466	23.0.1.4974	24850592	2013/8/21 10:41	14
12966	Safari	Safari_5.34.57.2	http://dl1sw.baidu.com/soft/d3/12966/Safari_5.34.57.2.exe?version=868428140	5.34.57.2	38494576	2013/7/8 17:23	30
11225	Greenbrowser	GreenBrowser_6.4.515.0	http://dl1sw.baidu.com/soft/3d/11225/GreenBrowser_6.4.515.0.exe?version=410816092	6.4.515.0	1274341	2013/7/8 17:24	62
15011	淘米儿童浏览器	TaomeeBrowser_2.0.0.0	http://dl1sw.baidu.com/soft/bf/15011/TaomeeBrowser_2.0.0.0.exe?version=2001712088	2.0.0.0	15535616	2013/7/9 10:02	30
13879	KidZui儿童浏览器	kidzui_5.0.168.6145	http://dl1sw.baidu.com/soft/0c/13879/kidzui_5.0.168.6145.exe?version=134819971	5.0.168.6145	3400760	2013/7/10 15:20	58
13285	GOSURF浏览器	gosurfInstaller262	http://dlsw.baidu.com/sw-search-sp/soft/11/13285/gosurfInstaller262.exe?version=3309401684	2.62.508.6225	1974858	2013/8/21 15:38	11
16488	Thooe随E浏览器	Thooe_3.0.1.0	http://dl1sw.baidu.com/soft/9c/16488/Thooe_3.0.1.0.exe?version=3506098779	3.0.1.0	6640629	2013/7/9 10:02	30
13032	SeaMonkey	SeaMonkey_22.0.0.4929	http://dlsw.baidu.com/sw-search-sp/soft/5c/13032/SeaMonkey_22.0.0.4929.exe?version=3153502945	22.0.0.4929	22147802	2013/7/29 18:46	30
12766	Sleipnir	sleipnir_4.1.0.4000	http://dl1sw.baidu.com/soft/cb/12766/sleipnir_4.1.0.4000.exe?version=3329366230	4.1.0.4000	39604760	2013/7/9 10:02	62
14505	Lunascape	LunaSetup684_ml11_gl_6.8.4.26597	http://dl1sw.baidu.com/soft/82/14505/LunaSetup684_ml11_gl_6.8.4.26597.exe?version=2020325164	6.8.4.26597	17260752	2013/6/7 10:19	62
16542	Orca浏览器	orca_1.2.0.6	http://dl1sw.baidu.com/soft/51/16542/orca_1.2.0.6.exe?version=3573833488	1.2.0.6	10043359	2013/7/9 10:04	62
13382	第一讯浏览器	ehsosetup	http://dlsw.baidu.com/sw-search-sp/soft/81/13382/ehsosetup.exe?version=616046252	3.4.0.0	1355905	2013/7/31 15:25	30
12219	糖果浏览器	tango_2.0.0.1	http://dl1sw.baidu.com/soft/7e/12219/tango_2.0.0.1.exe?version=4752206	2.0.0.1	3845360	2013/7/9 10:04	30
16490	QQ浏览器	QQBrowser_Setup_13123	http://dlsw.baidu.com/sw-search-sp/soft/42/16490/QQBrowser_Setup_13123.exe?version=1147566057	7.4.13123.400	4280608	2013/8/20 18:21	62
11080	超级兔子浏览器	sriesetup	http://dlsw.baidu.com/sw-search-sp/soft/13/11080/sriesetup.exe?version=2271939448	2.1.63.392	24050176	2013/8/19 16:50	30
16084	155浏览器	XBrowser_1.0.17.583	http://dl1sw.baidu.com/soft/81/16084/XBrowser_1.0.17.583.exe?version=585260024	1.0.17.583	10494736	2013/6/25 9:45	62
14983	亿简浏览器	Eazy_0.4.2	http://dl1sw.baidu.com/soft/6f/14983/Eazy_0.4.2.exe?version=3344728694	0.4.2	10618701	2013/7/9 10:05	30
13561	彩虹浏览器	caihong_2.0.0.1	http://dl1sw.baidu.com/soft/df/13561/caihong_2.0.0.1.exe?version=4752206	2.0.0.1	2502451	2013/7/10 15:35	30
17418	网页迅雷	WebThunder2009beta2_1.14.2.243	http://dl1sw.baidu.com/soft/e1/17418/WebThunder2009beta2_1.14.2.243.exe?version=3195862609	1.14.2.243	6143464	2013/7/9 12:57	30
13991	BitComet（比特彗星）	BitComet_1.36.5.2	http://dl1sw.baidu.com/soft/07/13991/BitComet_1.36.5.2.exe?version=3201651124	1.36.5.2	9499280	2013/6/9 16:48	62
13432	FileZilla	FileZilla_3.6.0.2	http://dl1sw.baidu.com/soft/ff/13432/FileZilla_3.6.0.2.exe?version=2960534752	3.6.0.2	4702459	2013/7/9 11:45	62
14997	ChinaFTP	chinaftp_7.57.8.20	http://dl1sw.baidu.com/soft/d7/14997/chinaftp_7.57.8.20.exe?version=294992429	7.57.8.20	7190335	2013/7/10 11:20	62
16586	LeapFTP	LeapFTP_3.1.0.50	http://dl1sw.baidu.com/soft/a6/16586/LeapFTP_3.1.0.50.exe?version=103148810	3.1.0.50	2630176	2013/6/19 11:40	62
11575	LeechGet	LeechGet_2.1.1800.2	http://dl1sw.baidu.com/soft/00/11575/LeechGet_2.1.1800.2.exe?version=1522340018	2.1.1800.2	3081499	2013/7/9 11:44	62
12640	快车（FlashGet）	flashget3.7.0.1222cn	http://dl1sw.baidu.com/soft/73/12640/flashget3.7.0.1222cn.exe?version=178466266	3.7.0.1222	7821984	2013/7/2 11:07	62
15243	维棠FLV视频下载	ViDown_1.1.5.0	http://dl1sw.baidu.com/soft/31/15243/ViDown_1.1.5.0.exe?version=2097955358	1.1.5.0	2356759	2013/7/10 16:24	62
11463	Orbit	Orbit_4.1.18	http://dl1sw.baidu.com/soft/56/11463/Orbit_4.1.18.exe?version=3739995712	4.1.1.18	5511496	2013/7/10 15:18	62
15738	RaySource	RaySource_2.2.0.1	http://dl1sw.baidu.com/soft/1f/15738/RaySource_2.2.0.1.exe?version=2055786542	2.2.0.1	4069696	2013/6/9 13:56	62
12784	纳米机器人	NamiRobot_2.0.6.19	http://dl1sw.baidu.com/soft/81/12784/NamiRobot_2.0.6.19.exe?version=956832845	2.0.6.19	456471	2013/6/8 10:20	62
15573	iTudou	iTudou_Setup_3.6.1.1_20130718-063200	http://dlsw.baidu.com/sw-search-sp/soft/e1/15573/iTudou_Setup_3.6.1.1_20130718-063200.exe?version=683480941	3.6.1.1	16586360	2013/7/26 18:54	62
14389	Internet Download Manager	internetdownload_6.15.14.2	http://dl1sw.baidu.com/soft/ae/14389/internetdownload_6.15.14.2.exe?version=3685350955	6.15.14.2	5057816	2013/6/7 13:44	62
10712	稞麦综合视频站下载器	flvdowncnsetup	http://dlsw.baidu.com/sw-search-sp/soft/ef/10712/flvdowncnsetup.exe?version=3710933321	7.6.0.1	1036962	2013/7/29 18:37	62
16096	Mass Downloader	md_3.9.1.853	http://dl1sw.baidu.com/soft/4f/16096/md_3.9.1.853.exe?version=4129374889	3.9.1.853	3366952	2013/6/19 16:30	62
15080	Offline Explorer	OfflineExplorer_6.6	http://dl1sw.baidu.com/soft/57/15080/OfflineExplorer_6.6.exe?version=454745221	6.6	11392600	2013/7/9 10:05	30
12949	Free Download Manager	FreeDownloadManager_3.9.1303.0	http://dl1sw.baidu.com/soft/0c/12949/FreeDownloadManager_3.9.1303.0.exe?version=4244803165	3.9.1303.0	7724781	2013/6/6 16:19	62
12087	迷你快车	fgmcn_1.4.1.1335	http://dl1sw.baidu.com/soft/07/12087/fgmcn_1.4.1.1335.exe?version=3443058548	1.4.1.1335	4443104	2013/7/10 15:32	62
10976	Vagaa哇嘎画时代	net_2.6.7.6	http://dl1sw.baidu.com/soft/b5/10976/net_2.6.7.6.exe?version=337901000	2.6.7.6	327680	2013/7/9 12:57	62
13824	iGetter	iGetter	http://dl1sw.baidu.com/soft/08/13824/iGetter.exe?version=4161750648	2.6.0.0	2146184	2013/7/10 14:42	30
12880	FTPRush	FTPRush	http://dl1sw.baidu.com/soft/3a/12880/FTPRush.exe?version=1290033283	2.1.5.0	3995080	2013/7/10 13:42	30
15164	TurboFTP	tbftp_6.3.0.0	http://dl1sw.baidu.com/soft/ef/15164/tbftp_6.3.0.0.exe?version=3298880795	6.3.0.0	9611736	2013/7/9 11:49	30
11051	FlashFXP	FlashFXP43_1975_Setup_4.3.1.1975	http://dl1sw.baidu.com/soft/a2/11051/FlashFXP43_1975_Setup_4.3.1.1975.exe?version=1211065851	4.3.1.1975	4671480	2013/7/10 11:36	62
14804	比特精灵	bsv_3.6.0.550	http://dl1sw.baidu.com/soft/73/14804/bsv_3.6.0.550.exe?version=2899892505	3.6.0.550	2554554	2013/6/9 16:49	62
16871	uTorrent	uTorrent_3.4.0.29535	http://dl1sw.baidu.com/soft/6a/16871/uTorrent_3.4.0.29535.exe?version=1472550297	3.4.0.29535	1154384	2013/7/10 15:38	62
17041	脱兔	TuoTu_3.5.0.113	http://dl1sw.baidu.com/soft/26/17041/TuoTu_3.5.0.113.exe?version=1734148070	3.5.0.113	4456922	2013/7/9 11:46	62
11640	电驴	eMule_0.50.0.4	http://dl1sw.baidu.com/soft/ce/11640/eMule_0.50.0.4.exe?version=3301843017	0.50.0.4	3389035	2013/7/9 11:43	62
